0.0	0.000198226
1	0.000202517
2	0.000203693
3	0.00020208
4	0.000202444
5	0.000202957
6	0.000202298
7	0.000210415
8	0.000206315
9	0.000201355
10	0.000197737
11	0.000201717
12	0.000205409
13	0.000207076
14	0.000195873
15	0.000202444
16	0.000209864
17	0.000199992
18	0.000203841
19	0.000202517
20	0.00020399
21	0.000201499
22	0.00019914
23	0.000204213
24	0.000199565
25	0.000207459
26	0.00020399
27	0.00019992
28	0.000201644
29	0.000203915
30	0.000202225
31	0.000201066
32	0.000201427
33	0.000200206
34	0.000205034
35	0.000215423
36	0.000198226
37	0.000218442
38	0.000204065
39	0.000172299
40	0.000235986
41	0.000201644
42	0.000201934
43	0.000213051
44	0.000204287
45	0.000227197
46	0.000305819
47	0.000196973
48	0.00020466
49	0.000207153
50	0.000202153
51	0.000198296
52	0.000202007
53	0.000199211
